ROTA;DIREÇÃO;TURNO;CAPACIDADE;ALOCADOS
ROTA 173 - ADM XX P7 VOLTA;Volta;ADM P7;32;21
ROTA 17 - 3T ESPECIAL TM IDA;Ida;3T Especial;32;30
ROTA 17 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;32;35
ROTA 17 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;25
ROTA 17 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;25
ROTA 174 - ADM XX P7 IDA;Ida;ADM P7;22;21
ROTA 174 - ADM XX P7 VOLTA;Volta;ADM P7;32;20
ROTA 175 - ADM XX P7 IDA;Ida;ADM P7;15;7
ROTA 175 - ADM XX P7 VOLTA;Volta;ADM P7;32;25
ROTA 176 - ADM XX P7 IDA;Ida;ADM P7;44;32
ROTA 176 - ADM XX P7 VOLTA;Volta;ADM P7;22;21
ROTA 177 - ADM XX P7 IDA;Ida;ADM P7;32;29
ROTA 177 - ADM XX P7 VOLTA;Volta;ADM P7;32;25
ROTA 178 - ADM XX P7 IDA;Ida;ADM P7;32;24
ROTA 178 - ADM XX P7 VOLTA;Volta;ADM P7;32;22
ROTA 179 - ADM XX P7 IDA;Ida;ADM P7;22;21
ROTA 179 - ADM XX P7 VOLTA;Volta;ADM P7;32;27
ROTA 17 - ADM ED IDA;Ida;ADM;32;22
ROTA 17 - ADM JC IDA;Ida;ADM LSL;44;49
ROTA 17 - ADM JC VOLTA;Volta;ADM LSL;44;43
ROTA 17 - ADM LSL XX P2 IDA;Ida;ADM LSL P2;32;10
ROTA 17 - ADM LSL XX P2 VOLTA;Volta;ADM LSL P2;22;10
ROTA 17 - ADM TV VOLTA;Volta;ADM;32;31
ROTA 17 - ADM XX P2 IDA;Ida;ADM P2;44;28
ROTA 17 - ADM XX P2 VOLTA;Volta;ADM P2;32;0
ROTA 17 - CRECHE ADM ED IDA;Ida;Creche ADM;22;4
ROTA 17 - CRECHE ADM VC VOLTA;Volta;Creche ADM;22;6
ROTA 180 - ADM XX P7 IDA;Ida;ADM P7;44;35
ROTA 180 - ADM XX P7 VOLTA;Volta;ADM P7;32;22
ROTA 181 - ADM XX P7 IDA;Ida;ADM P7;32;28
ROTA 181 - ADM XX P7 VOLTA;Volta;ADM P7;32;32
ROTA 18 - 1T ESPECIAL TV IDA;Ida;1T Especial;32;19
ROTA 18 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;32;37
ROTA 18 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;31
ROTA 18 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;31
ROTA 182 - ADM XX P7 IDA;Ida;ADM P7;32;24
ROTA 182 - ADM XX P7 VOLTA;Volta;ADM P7;32;30
ROTA 18 - 2T ESPECIAL VC IDA;Ida;2T Especial;32;36
ROTA 18 - 2T ESPECIAL VC VOLTA;Volta;2T Especial;32;36
ROTA 18 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;20
ROTA 18 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;20
ROTA 18 - 2T NORMAL TM IDA;Ida;2T Normal;32;31
ROTA 18 - 2T NORMAL TM VOLTA;Volta;2T Normal;32;32
ROTA 18 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;32;28
ROTA 18 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;28
ROTA 183 - ADM XX P7 IDA;Ida;ADM P7;32;21
ROTA 183 - ADM XX P7 VOLTA;Volta;ADM P7;22;13
ROTA 18 - 3T ESPECIAL TM IDA;Ida;3T Especial;32;29
ROTA 18 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;32;30
ROTA 18 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;22
ROTA 18 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;22
ROTA 184 - ADM XX P7 IDA;Ida;ADM P7;32;17
ROTA 184 - ADM XX P7 VOLTA;Volta;ADM P7;32;26
ROTA 185 - ADM XX P7 IDA;Ida;ADM P7;32;21
ROTA 185 - ADM XX P7 VOLTA;Volta;ADM P7;32;25
ROTA 186 - ADM XX P7 IDA;Ida;ADM P7;32;22
ROTA 186 - ADM XX P7 VOLTA;Volta;ADM P7;15;6
ROTA 187 - ADM XX P7 IDA;Ida;ADM P7;44;31
ROTA 187 - ADM XX P7 VOLTA;Volta;ADM P7;22;19
ROTA 188 - ADM XX P7 IDA;Ida;ADM P7;32;23
ROTA 188 - ADM XX P7 VOLTA;Volta;ADM P7;22;18
ROTA 189 - ADM XX P7 IDA;Ida;ADM P7;44;34
ROTA 189 - ADM XX P7 VOLTA;Volta;ADM P7;32;29
ROTA 18 - ADM JC IDA;Ida;ADM LSL;44;36
ROTA 18 - ADM JC VOLTA;Volta;ADM LSL;44;31
ROTA 18 - ADM LSL XX P2 IDA;Ida;ADM LSL P2;32;18
ROTA 18 - ADM LSL XX P2 VOLTA;Volta;ADM LSL P2;32;18
ROTA 18 - ADM VC IDA;Ida;ADM;44;33
ROTA 18 - ADM VC VOLTA;Volta;ADM;22;30
ROTA 18 - ADM XX P2 IDA;Ida;ADM P2;23;18
ROTA 18 - ADM XX P2 VOLTA;Volta;ADM P2;32;0
ROTA 18 - CRECHE ADM ED IDA;Ida;Creche ADM;22;9
ROTA 190 - ADM XX P7 IDA;Ida;ADM P7;32;30
ROTA 190 - ADM XX P7 VOLTA;Volta;ADM P7;32;29
ROTA 191 - ADM XX P7 IDA;Ida;ADM P7;44;33
ROTA 191 - ADM XX P7 VOLTA;Volta;ADM P7;22;17
ROTA 19 - 1T ESPECIAL ED IDA;Ida;1T Especial;32;24
ROTA 19 - 1T ESPECIAL ED VOLTA;Volta;1T Especial;32;34
ROTA 19 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;21
ROTA 19 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;21
ROTA 192 - ADM XX P7 IDA;Ida;ADM P7;32;19
ROTA 192 - ADM XX P7 VOLTA;Volta;ADM P7;22;13
ROTA 19 - 2T ESPECIAL VC IDA;Ida;2T Especial;32;32
ROTA 19 - 2T ESPECIAL VC VOLTA;Volta;2T Especial;32;31
ROTA 19 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;20
ROTA 19 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;20
ROTA 19 - 2T NORMAL TV IDA;Ida;2T Normal;32;32
ROTA 19 - 2T NORMAL TV VOLTA;Volta;2T Normal;32;32
ROTA 19 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;15;11
ROTA 19 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;11
ROTA 193 - ADM XX P7 IDA;Ida;ADM P7;32;20
ROTA 193 - ADM XX P7 VOLTA;Volta;ADM P7;22;13
ROTA 19 - 3T ESPECIAL TM IDA;Ida;3T Especial;22;21
ROTA 19 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;22;26
ROTA 19 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;26
ROTA 19 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;26
ROTA 194 - ADM XX P7 IDA;Ida;ADM P7;32;21
ROTA 194 - ADM XX P7 VOLTA;Volta;ADM P7;22;20
ROTA 195 - ADM XX P7 IDA;Ida;ADM P7;32;24
ROTA 195 - ADM XX P7 VOLTA;Volta;ADM P7;22;17
ROTA 196 - ADM XX P7 IDA;Ida;ADM P7;44;29
ROTA 196 - ADM XX P7 VOLTA;Volta;ADM P7;32;26
ROTA 197 - ADM XX P7 IDA;Ida;ADM P7;44;28
ROTA 197 - ADM XX P7 VOLTA;Volta;ADM P7;32;22
ROTA 198 - ADM XX P7 IDA;Ida;ADM P7;44;30
ROTA 198 - ADM XX P7 VOLTA;Volta;ADM P7;22;10
ROTA 199 - ADM XX P7 IDA;Ida;ADM P7;44;32
ROTA 19 - ADM JC IDA;Ida;ADM LSL;32;30
ROTA 19 - ADM JC VOLTA;Volta;ADM LSL;31;32
ROTA 19 - ADM LSL XX P2 IDA;Ida;ADM LSL P2;32;29
ROTA 19 - ADM LSL XX P2 VOLTA;Volta;ADM LSL P2;32;29
ROTA 19 - ADM VC IDA;Ida;ADM;44;36
ROTA 19 - ADM VC VOLTA;Volta;ADM;44;38
ROTA 19 - ADM XX P2 IDA;Ida;ADM P2;22;10
ROTA 19 - ADM XX P2 VOLTA;Volta;ADM P2;32;1
ROTA 19 - CRECHE ADM VC IDA;Ida;Creche ADM;15;3
ROTA 200 - ADM XX P7 IDA;Ida;ADM P7;32;23
ROTA 201 - ADM XX P7 IDA;Ida;ADM P7;32;22
ROTA 20 - 1T ESPECIAL ED IDA;Ida;1T Especial;32;28
ROTA 20 - 1T ESPECIAL ED VOLTA;Volta;1T Especial;32;43
ROTA 20 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;22;14
ROTA 20 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;22;14
ROTA 202 - ADM XX P7 IDA;Ida;ADM P7;22;13
ROTA 20 - 2T ESPECIAL ED IDA;Ida;2T Especial;32;30
ROTA 20 - 2T ESPECIAL ED VOLTA;Volta;2T Especial;32;29
ROTA 20 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;18
ROTA 20 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;18
ROTA 20 - 2T NORMAL TV IDA;Ida;2T Normal;32;23
ROTA 20 - 2T NORMAL TV VOLTA;Volta;2T Normal;32;26
ROTA 20 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;16
ROTA 20 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;16
ROTA 20 - 3T ESPECIAL TV IDA;Ida;3T Especial;32;32
ROTA 20 - 3T ESPECIAL TV VOLTA;Volta;3T Especial;32;32
ROTA 20 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;20
ROTA 20 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;20
ROTA 204 - ADM XX P7 IDA;Ida;ADM P7;44;30
ROTA 205 - ADM XX P7 IDA;Ida;ADM P7;32;24
ROTA 207 - ADM XX P7 IDA;Ida;ADM P7;32;23
ROTA 209 - ADM XX P7 IDA;Ida;ADM P7;22;13
ROTA 20 - ADM JC IDA;Ida;ADM LSL;31;35
ROTA 20 - ADM JC VOLTA;Volta;ADM LSL;31;32
ROTA 20 - ADM LSL XX P2 IDA;Ida;ADM LSL P2;22;17
ROTA 20 - ADM LSL XX P2 VOLTA;Volta;ADM LSL P2;32;17
ROTA 20 - ADM VC IDA;Ida;ADM;44;42
ROTA 20 - ADM VC VOLTA;Volta;ADM;32;28
ROTA 20 - ADM XX P2 IDA;Ida;ADM P2;23;16
ROTA 20 - ADM XX P2 VOLTA;Volta;ADM P2;32;0
ROTA 20 - CRECHE ADM VC IDA;Ida;Creche ADM;15;4
ROTA 210 - ADM XX P7 IDA;Ida;ADM P7;32;26
ROTA 211 - ADM XX P7 IDA;Ida;ADM P7;22;17
ROTA 21 - 1T ESPECIAL TV IDA;Ida;1T Especial;32;29
ROTA 21 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;32;36
ROTA 21 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;25
ROTA 21 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;25
ROTA 21 - 2T ESPECIAL ED IDA;Ida;2T Especial;32;33
ROTA 21 - 2T ESPECIAL ED VOLTA;Volta;2T Especial;32;34
ROTA 21 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;17
ROTA 21 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;17
ROTA 21 - 2T NORMAL TM IDA;Ida;2T Normal;32;30
ROTA 21 - 2T NORMAL TM VOLTA;Volta;2T Normal;32;30
ROTA 21 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;16
ROTA 21 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;16
ROTA 21 - 3T ESPECIAL TM IDA;Ida;3T Especial;32;23
ROTA 21 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;32;25
ROTA 21 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;19
ROTA 21 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;19
ROTA 21 - ADM JC IDA;Ida;ADM LSL;44;43
ROTA 21 - ADM JC VOLTA;Volta;ADM LSL;44;40
ROTA 21 - ADM LSL XX P2 IDA;Ida;ADM LSL P2;32;19
ROTA 21 - ADM LSL XX P2 VOLTA;Volta;ADM LSL P2;32;19
ROTA 21 - ADM TV VOLTA;Volta;ADM;32;38
ROTA 21 - ADM VC IDA;Ida;ADM;32;31
ROTA 21 - ADM XX P2 IDA;Ida;ADM P2;15;11
ROTA 21 - ADM XX P2 VOLTA;Volta;ADM P2;32;23
ROTA 22 - 1T ESPECIAL TV IDA;Ida;1T Especial;32;29
ROTA 22 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;32;41
ROTA 22 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;22;9
ROTA 22 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;22;9
ROTA 22 - 2T ESPECIAL VC IDA;Ida;2T Especial;32;31
ROTA 22 - 2T ESPECIAL VC VOLTA;Volta;2T Especial;32;34
ROTA 22 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;20
ROTA 22 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;20
ROTA 22 - 2T NORMAL TM IDA;Ida;2T Normal;32;26
ROTA 22 - 2T NORMAL TM VOLTA;Volta;2T Normal;32;26
ROTA 22 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;16
ROTA 22 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;16
ROTA 22 - 3T ESPECIAL VC IDA;Ida;3T Especial;32;33
ROTA 22 - 3T ESPECIAL VC VOLTA;Volta;3T Especial;32;35
ROTA 22 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;21
ROTA 22 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;21
ROTA 22 - ADM JC IDA;Ida;ADM LSL;32;26
ROTA 22 - ADM JC VOLTA;Volta;ADM LSL;32;23
ROTA 22 - ADM TM VOLTA;Volta;ADM;44;28
ROTA 22 - ADM VC IDA;Ida;ADM;44;43
ROTA 22 - ADM XX P2 IDA;Ida;ADM P2;32;28
ROTA 22 - ADM XX P2 VOLTA;Volta;ADM P2;32;22
ROTA 23 - 1T ESPECIAL ED IDA;Ida;1T Especial;32;21
ROTA 23 - 1T ESPECIAL ED VOLTA;Volta;1T Especial;32;34
ROTA 23 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;26
ROTA 23 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;27
ROTA 23 - 2T ESPECIAL VC IDA;Ida;2T Especial;32;29
ROTA 23 - 2T ESPECIAL VC VOLTA;Volta;2T Especial;32;30
ROTA 23 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;18
ROTA 23 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;18
ROTA 23 - 2T NORMAL VC IDA;Ida;2T Normal;32;34
ROTA 23 - 2T NORMAL VC VOLTA;Volta;2T Normal;32;31
ROTA 23 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;32;27
ROTA 23 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;27
ROTA 23 - 3T ESPECIAL ED IDA;Ida;3T Especial;32;26
ROTA 23 - 3T ESPECIAL ED VOLTA;Volta;3T Especial;32;29
ROTA 23 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;22;14
ROTA 23 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;22;14
ROTA 23 - ADM JC IDA;Ida;ADM LSL;32;31
ROTA 23 - ADM JC VOLTA;Volta;ADM LSL;32;30
ROTA 23 - ADM VC IDA;Ida;ADM;44;40
ROTA 23 - ADM VC VOLTA;Volta;ADM;44;41
ROTA 23 - ADM XX P2 IDA;Ida;ADM P2;44;32
ROTA 23 - ADM XX P2 VOLTA;Volta;ADM P2;44;38
ROTA 24 - 1T ESPECIAL TV IDA;Ida;1T Especial;22;27
ROTA 24 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;22;30
ROTA 24 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;21
ROTA 24 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;21
ROTA 24 - 2T ESPECIAL TM IDA;Ida;2T Especial;32;35
ROTA 24 - 2T ESPECIAL TM VOLTA;Volta;2T Especial;32;34
ROTA 24 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;32;29
ROTA 24 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;32;29
ROTA 24 - 2T NORMAL VC IDA;Ida;2T Normal;32;25
ROTA 24 - 2T NORMAL VC VOLTA;Volta;2T Normal;32;28
ROTA 24 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;16
ROTA 24 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;16
ROTA 24 - 3T ESPECIAL TM IDA;Ida;3T Especial;32;35
ROTA 24 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;32;36
ROTA 24 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;22;19
ROTA 24 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;22;19
ROTA 24 - ADM JC IDA;Ida;ADM LSL;32;28
ROTA 24 - ADM JC VOLTA;Volta;ADM LSL;32;27
ROTA 24 - ADM TM VOLTA;Volta;ADM;43;44
ROTA 24 - ADM TV IDA;Ida;ADM;32;25
ROTA 24 - ADM XX P2 IDA;Ida;ADM P2;32;28
ROTA 24 - ADM XX P2 VOLTA;Volta;ADM P2;22;15
ROTA 25 - 1T ESPECIAL VC IDA;Ida;1T Especial;32;23
ROTA 25 - 1T ESPECIAL VC VOLTA;Volta;1T Especial;32;27
ROTA 25 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;23
ROTA 25 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;23
ROTA 25 - 2T ESPECIAL TM IDA;Ida;2T Especial;32;33
ROTA 25 - 2T ESPECIAL TM VOLTA;Volta;2T Especial;32;34
ROTA 25 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;22;19
ROTA 25 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;22;19
ROTA 25 - 2T NORMAL VC IDA;Ida;2T Normal;32;31
ROTA 25 - 2T NORMAL VC VOLTA;Volta;2T Normal;32;30
ROTA 25 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;19
ROTA 25 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;19
ROTA 25 - 3T ESPECIAL TM IDA;Ida;3T Especial;22;29
ROTA 25 - 3T ESPECIAL TM VOLTA;Volta;3T Especial;22;30
ROTA 25 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;22;17
ROTA 25 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;22;17
ROTA 25 - ADM JC IDA;Ida;ADM LSL;22;22
ROTA 25 - ADM JC VOLTA;Volta;ADM LSL;22;18
ROTA 25 - ADM TM VOLTA;Volta;ADM;44;43
ROTA 25 - ADM TV IDA;Ida;ADM;32;35
ROTA 25 - ADM XX P2 IDA;Ida;ADM P2;44;31
ROTA 25 - ADM XX P2 VOLTA;Volta;ADM P2;32;28
ROTA 26 - 1T ESPECIAL VC IDA;Ida;1T Especial;22;19
ROTA 26 - 1T ESPECIAL VC VOLTA;Volta;1T Especial;22;26
ROTA 26 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;18
ROTA 26 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;18
ROTA 26 - 2T ESPECIAL TV IDA;Ida;2T Especial;32;31
ROTA 26 - 2T ESPECIAL TV VOLTA;Volta;2T Especial;32;31
ROTA 26 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;32;23
ROTA 26 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;32;23
ROTA 26 - 2T NORMAL TV IDA;Ida;2T Normal;32;31
ROTA 26 - 2T NORMAL TV VOLTA;Volta;2T Normal;32;30
ROTA 26 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;18
ROTA 26 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;18
ROTA 26 - 3T ESPECIAL ED IDA;Ida;3T Especial;32;28
ROTA 26 - 3T ESPECIAL ED VOLTA;Volta;3T Especial;32;28
ROTA 26 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;21
ROTA 26 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;21
ROTA 26 - ADM TM VOLTA;Volta;ADM;44;47
ROTA 26 - ADM TV IDA;Ida;ADM;32;30
ROTA 26 - ADM XX P2 IDA;Ida;ADM P2;44;36
ROTA 26 - ADM XX P2 VOLTA;Volta;ADM P2;44;35
ROTA 27 - 1T ESPECIAL TV IDA;Ida;1T Especial;22;24
ROTA 27 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;22;27
ROTA 27 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;22;16
ROTA 27 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;22;16
ROTA 27 - 2T ESPECIAL ED IDA;Ida;2T Especial;32;28
ROTA 27 - 2T ESPECIAL ED VOLTA;Volta;2T Especial;32;28
ROTA 27 - 2T ESPECIAL XX P2 IDA;Ida;2T ESPECIAL P2;32;22
ROTA 27 - 2T ESPECIAL XX P2 VOLTA;Volta;2T ESPECIAL P2;32;22
ROTA 27 - 2T NORMAL TM IDA;Ida;2T Normal;32;34
ROTA 27 - 2T NORMAL TM VOLTA;Volta;2T Normal;32;35
ROTA 27 - 2T NORMAL XX P2 IDA;Ida;2T NORMAL P2;22;18
ROTA 27 - 2T NORMAL XX P2 VOLTA;Volta;2T NORMAL P2;32;18
ROTA 27 - 3T ESPECIAL ED IDA;Ida;3T Especial;22;24
ROTA 27 - 3T ESPECIAL ED VOLTA;Volta;3T Especial;22;24
ROTA 27 - 3T ESPECIAL XX P2 IDA;Ida;3T ESPECIAL P2;32;22
ROTA 27 - 3T ESPECIAL XX P2 VOLTA;Volta;3T ESPECIAL P2;32;22
ROTA 27 - ADM TM VOLTA;Volta;ADM;44;41
ROTA 27 - ADM TV IDA;Ida;ADM;32;27
ROTA 27 - ADM XX P2 IDA;Ida;ADM P2;32;25
ROTA 27 - ADM XX P2 VOLTA;Volta;ADM P2;44;40
ROTA 28 - 1T ESPECIAL TV IDA;Ida;1T Especial;32;35
ROTA 28 - 1T ESPECIAL TV VOLTA;Volta;1T Especial;32;44
ROTA 28 - 1T ESPECIAL XX P2 IDA;Ida;1T ESPECIAL P2;32;30
ROTA 28 - 1T ESPECIAL XX P2 VOLTA;Volta;1T ESPECIAL P2;32;30
